OBJECTID *,Shape *,PermitNo,FeatCLS,Contact,Source,National_I,Type_Flag,Shape_Leng,Calc_Acres,QUAD_DESC,MINE_STATU,PER_NAME,REGION_DES,PERM_ACT,ACT_INAC,DATE_ISS,PER_TYPE,ORIG_PERM,Shape_Length,Shape_Area
155,Polygon,365115,SF,KY Division of Mine Permits,KGS Project,KY0365115,INACT,4407.191972,2.02732,MCDOWELL,RC,HOPE MINING/LIGON PREP CO,PRESTONSBURG,  RV      06/09/1982  NW      02/04/1981,Released,2/4/1981,INTERIM,365115,4407.191972,88310.05899
158,Polygon,365118,SF,KY Division of Mine Permits,KGS Project,KY0365118,INACT,2973.140767,5.328921,DAVID,RC,BRANHAM & BAKER COAL COMPANY INC,PRESTONSBURG,  NW      01/30/1981,Released,1/30/1981,INTERIM,365118,2973.140767,232127.7947
161,Polygon,365124,SF,KY Division of Mine Permits,KGS Project,KY0365124,INACT,10155.61443,13.629017,WAYLAND,RC,BUCK COAL INC,PRESTONSBURG,  RV      07/01/1982  NW      03/27/1981,Released,3/27/1981,INTERIM,365124,10155.61443,593679.9861
162,Polygon,365125,SF,KY Division of Mine Permits,KGS Project,KY0365125,INACT,2193.13726,5.949709,MARTIN,RC,BUCK COAL INC,PRESTONSBURG,  NW      09/24/1981,Released,9/24/1981,INTERIM,365125,2193.13726,259169.3355
163,Polygon,365128,SF,KY Division of Mine Permits,KGS Project,KY0365128,INACT,22462.48224,13.22312,PIKEVILLE,RC,PARKER & PARKER MINING CO,PRESTONSBURG,  RV      05/27/1981  NW      03/02/1981,Released,3/2/1981,INTERIM,365128,22462.48224,575999.1115
165,Polygon,365134,SF,KY Division of Mine Permits,KGS Project,KY0365134,INACT,3034.068969,3.238238,MCDOWELL,RC,GALA ENTERPRISES INC,PRESTONSBURG,  NW      04/27/1981,Released,4/27/1981,INTERIM,365134,3034.068969,141057.67
166,Polygon,365135,SF,KY Division of Mine Permits,KGS Project,KY0365135,INACT,1355.353323,2.453948,HAROLD,RC,MISTY COAL CO,PRESTONSBURG,  NW      06/25/1981,Released,6/25/1981,INTERIM,365135,1355.353323,106893.9547
167,Polygon,365136,SF,KY Division of Mine Permits,KGS Project,KY0365136,INACT,3815.488164,1.85068,THOMAS,RC,DELTA ENERGY CORP,PRESTONSBURG,  SU      02/07/1983  NW      07/09/1981,Released,7/9/1981,INTERIM,365136,3815.488164,80615.63201
168,Polygon,365138,SF,KY Division of Mine Permits,KGS Project,KY0365138,INACT,14929.03842,6.740482,HAROLD,FF,LOWER HURRICANE MINING CO INC,PRESTONSBURG,  NW      10/23/1981,Released,10/23/1981,INTERIM,365138,14929.03842,293615.347
169,Polygon,365140,SF,KY Division of Mine Permits,KGS Project,KY0365140,INACT,632.708642,0.253811,PIKEVILLE,RC,PAUL CONN COAL CO,PRESTONSBURG,  NW      06/24/1981,Released,6/24/1981,INTERIM,365140,632.708642,11056.0273
172,Polygon,365145,SF,KY Division of Mine Permits,KGS Project,KY0365145,INACT,10081.75294,14.293355,HAROLD,RC,TRANSCONTINENTAL COAL PROC INC,PRESTONSBURG,  RV      06/22/1983  NW      09/09/1981,Released,9/9/1981,INTERIM,365145,10081.75294,622618.5829
173,Polygon,365146,SF,KY Division of Mine Permits,KGS Project,KY0365146,INACT,2147.814299,1.378673,MARTIN,RC,DIXIE COAL COMPANY,PRESTONSBURG,  MI      09/13/1989  NW      11/10/1981,Released,11/10/1981,INTERIM,365146,2147.814299,60055.00075
175,Polygon,365148,SF,KY Division of Mine Permits,KGS Project,KY0365148,INACT,4327.849449,2.40047,MCDOWELL,RC,MINK BRANCH COAL CO,PRESTONSBURG,  RV      09/12/1986  NW      11/16/1981,Released,11/16/1981,INTERIM,365148,4327.849449,104564.4972
176,Polygon,365149,SF,KY Division of Mine Permits,KGS Project,KY0365149,INACT,1007.627657,0.425925,MCDOWELL,FF,TOMAHAWK COAL CO INC,PRESTONSBURG,  NW      10/27/1981,Released,10/27/1981,INTERIM,365149,1007.627657,18553.32452
177,Polygon,365152,SF,KY Division of Mine Permits,KGS Project,KY0365152,INACT,6422.275168,2.997088,WHEELWRIGHT,RC,BAILEY MINING COMPANY INCORPORATED,PRESTONSBURG,  RV      10/14/1982  NW      02/03/1982,Released,2/3/1982,INTERIM,365152,6422.275168,130553.1248
178,Polygon,365153,SF,KY Division of Mine Permits,KGS Project,KY0365153,INACT,11952.79766,6.057025,WHEELWRIGHT,RC,BAILEY MINING COMPANY INCORPORATED,PRESTONSBURG,  NW      01/05/1982,Released,1/5/1982,INTERIM,365153,11952.79766,263844.0538
179,Polygon,365154,SF,KY Division of Mine Permits,KGS Project,KY0365154,INACT,1151.438891,1.505953,WHEELWRIGHT,RC,BAILEY MINING COMPANY INCORPORATED,PRESTONSBURG,  NW      03/19/1982,Released,3/19/1982,INTERIM,365154,1151.438891,65599.31495
180,Polygon,365155,SF,KY Division of Mine Permits,KGS Project,KY0365155,INACT,1922.086481,1.919729,HAROLD,RC,C R O W D MINE NO 1,PRESTONSBURG,  NW      07/17/1982,Released,7/17/1982,INTERIM,365155,1922.086481,83623.41746
181,Polygon,365156,SF,KY Division of Mine Permits,KGS Project,KY0365156,INACT,2463.270602,3.211384,LANCER,RC,HOP HOLLOW MINING CO,PRESTONSBURG,  RV      04/16/1982  NW      01/27/1982,Released,1/27/1982,INTERIM,365156,2463.270602,139887.8855
182,Polygon,365157,SF,KY Division of Mine Permits,KGS Project,KY0365157,INACT,1956.371572,0.893795,WHEELWRIGHT,RC,DOG BRANCH MINING CO,PRESTONSBURG,  NW      01/19/1982,Released,1/19/1982,INTERIM,365157,1956.371572,38933.73277
183,Polygon,365158,SF,KY Division of Mine Permits,KGS Project,KY0365158,INACT,6937.602346,3.624445,PIKEVILLE,RC,PARKER & PARKER MINING CO,PRESTONSBURG,  NW      01/07/1982,Released,1/7/1982,INTERIM,365158,6937.602346,157880.8139
185,Polygon,365160,SF,KY Division of Mine Permits,KGS Project,KY0365160,INACT,12339.79826,6.357866,HAROLD,RC,SOMERSET COAL COMPANY INC,PRESTONSBURG,  NW      07/12/1982,Released,7/12/1982,INTERIM,365160,12339.79826,276948.5975
187,Polygon,365162,SF,KY Division of Mine Permits,KGS Project,KY0365162,INACT,2707.620924,2.161423,MCDOWELL,RC,K C ROGERS COAL CO INC,PRESTONSBURG,  RV      06/14/1984  NW      03/12/1982,Released,3/12/1982,INTERIM,365162,2707.620924,94151.59678
188,Polygon,365164,SF,KY Division of Mine Permits,KGS Project,KY0365164,INACT,1261.620385,1.408152,MCDOWELL,RC,LARRY ROGERS,PRESTONSBURG,  NW      03/16/1982,Released,3/16/1982,INTERIM,365164,1261.620385,61339.09136
189,Polygon,365165,SF,KY Division of Mine Permits,KGS Project,KY0365165,INACT,6418.571545,10.059056,MARTIN,RC,BRANHAM & BAKER COAL COMPANY INC,PRESTONSBURG,  NW      03/11/1982,Released,3/11/1982,INTERIM,365165,6418.571545,438172.4185
190,Polygon,365166,SF,KY Division of Mine Permits,KGS Project,KY0365166,INACT,7080.017976,8.716635,WAYLAND,RC,GUM BRANCH COAL CO INC,PRESTONSBURG,  NW      02/24/1982,Released,2/24/1982,INTERIM,365166,7080.017976,379696.6227
191,Polygon,365171,SF,KY Division of Mine Permits,KGS Project,KY0365171,INACT,2177.976348,2.203376,PRESTONSBURG,RC,BUSH & BURCHETT INC,PRESTONSBURG,  NW      05/17/1982,Released,5/17/1982,INTERIM,365171,2177.976347,95979.06281
193,Polygon,365175,SF,KY Division of Mine Permits,KGS Project,KY0365175,INACT,2630.773761,1.17876,HAROLD,RC,PRATER CREEK MINING INC,PRESTONSBURG,  SU      06/09/1982,Released,6/9/1982,INTERIM,365175,2630.773761,51346.75807
194,Polygon,365177,SF,KY Division of Mine Permits,KGS Project,KY0365177,INACT,16311.11328,7.578789,HAROLD,RC,MAPLE RIDGE MINING CORPORATION,PRESTONSBURG,  NW      03/31/1982,Released,3/31/1982,INTERIM,365177,16311.11328,330132.0466
195,Polygon,365178,SF,KY Division of Mine Permits,KGS Project,KY0365178,INACT,2721.734134,1.213682,WHEELWRIGHT,RC,BAILEY MINING COMPANY INCORPORATED,PRESTONSBURG,  NW      04/19/1982,Released,4/19/1982,INTERIM,365178,2721.734134,52867.9986
196,Polygon,365179,SF,KY Division of Mine Permits,KGS Project,KY0365179,INACT,9940.944326,4.979712,MCDOWELL,RC,H & R COAL,PRESTONSBURG,  NW      06/08/1982,Released,6/8/1982,INTERIM,365179,9940.944327,216916.2517
200,Polygon,365188,SF,KY Division of Mine Permits,KGS Project,KY0365188,INACT,387.366041,0.213798,MCDOWELL,RC,WHEELWRIGHT MINING INC,PRESTONSBURG,  NW      07/14/1982,Released,7/14/1982,INTERIM,365188,387.366041,9313.013391
201,Polygon,365190,SF,KY Division of Mine Permits,KGS Project,KY0365190,INACT,4071.723603,11.546605,WAYLAND,RC,BUCK COAL INC,PRESTONSBURG,  NW      07/02/1982,Released,7/2/1982,INTERIM,365190,4071.723603,502970.1041
203,Polygon,365194,SF,KY Division of Mine Permits,KGS Project,KY0365194,INACT,2529.649414,1.769425,MCDOWELL,RC,TRI WAY COAL CO INC,PRESTONSBURG,  NW      05/25/1982,Released,5/25/1982,INTERIM,365194,2529.649414,77076.13886
204,Polygon,365195,SF,KY Division of Mine Permits,KGS Project,KY0365195,INACT,3398.912809,1.896694,MARTIN,RC,DIXIE COAL COMPANY,PRESTONSBURG,  RV      01/30/1984  NW      07/17/1982,Released,7/17/1982,INTERIM,365195,3398.912809,82620.00716
205,Polygon,365197,SF,KY Division of Mine Permits,KGS Project,KY0365197,INACT,5925.807353,3.135017,MARTIN,FF,M & M EXTRACTION,PRESTONSBURG,  SU      12/22/1983  RV      12/14/1982  NW      06/08/1982,Released,6/8/1982,INTERIM,365197,5925.807353,136561.3619
206,Polygon,365198,SF,KY Division of Mine Permits,KGS Project,KY0365198,INACT,796.332029,0.768725,MCDOWELL,RC,N & J COAL COMPANY,PRESTONSBURG,  NW      07/19/1982,Released,7/19/1982,INTERIM,365198,796.332029,33485.67359
207,Polygon,365199,SF,KY Division of Mine Permits,KGS Project,KY0365199,INACT,2035.510772,0.899447,WAYLAND,RC,APOLLO COAL COMPANY,PRESTONSBURG,  NW      06/23/1982,Released,6/23/1982,INTERIM,365199,2035.510772,39179.92753
208,Polygon,365200,SF,KY Division of Mine Permits,KGS Project,KY0365200,INACT,10122.20841,5.668242,DAVID,RC,BRANHAM & BAKER COAL COMPANY INC,PRESTONSBURG,  NW      06/11/1982,Released,6/11/1982,INTERIM,365200,10122.20841,246908.5686
209,Polygon,365201,SF,KY Division of Mine Permits,KGS Project,KY0365201,INACT,8088.248262,4.615611,WHEELWRIGHT,RC,STAR LITE MINING CO INC,PRESTONSBURG,  NW      06/16/1982,Released,6/16/1982,INTERIM,365201,8088.248262,201055.9698
210,Polygon,365202,SF,KY Division of Mine Permits,KGS Project,KY0365202,INACT,1284.714408,0.571627,MCDOWELL,RC,GUM BRANCH COAL CO INC,PRESTONSBURG,  SU      06/22/1982,Released,6/22/1982,INTERIM,365202,1284.714408,24900.08722
212,Polygon,365204,SF,KY Division of Mine Permits,KGS Project,KY0365204,INACT,5684.78307,4.058782,PRESTONSBURG,RC,BRANHAM & BAKER COAL COMPANY INC,PRESTONSBURG,  NW      07/01/1982,Released,7/1/1982,INTERIM,365204,5684.783182,176800.5648
213,Polygon,365205,SF,KY Division of Mine Permits,KGS Project,KY0365205,INACT,1964.134948,3.839664,LANCER,RC,LEVISA ENERGIES INC,PRESTONSBURG,  NW      07/15/1982,Released,7/15/1982,INTERIM,365205,1964.134948,167255.7784
214,Polygon,365206,SF,KY Division of Mine Permits,KGS Project,KY0365206,INACT,15576.41009,12.895754,MARTIN,RC,BRANHAM & BAKER COAL COMPANY INC,PRESTONSBURG,  NW      07/07/1982,Released,7/7/1982,INTERIM,365206,15576.41009,561739.082
215,Polygon,365207,SF,KY Division of Mine Permits,KGS Project,KY0365207,INACT,2278.475752,1.281971,LANCER,RC,TRIPLE ELKHORN MINING CO,PRESTONSBURG,  NW      07/17/1982,Released,7/17/1982,INTERIM,365207,2278.475752,55842.68173
218,Polygon,365211,SF,KY Division of Mine Permits,KGS Project,KY0365211,INACT,8551.553102,4.270145,PIKEVILLE,RC,CHAPPERAL COAL CORP,PRESTONSBURG,  NW      07/08/1982,Released,7/8/1982,INTERIM,365211,8551.553101,186007.475
219,Polygon,365215,SF,KY Division of Mine Permits,KGS Project,KY0365215,INACT,1018.038058,0.640045,HAROLD,RC,B C B COAL CO,PRESTONSBURG,  NW      07/19/1982,Released,7/19/1982,INTERIM,365215,1018.038058,27880.33963
220,Polygon,365216,SF,KY Division of Mine Permits,KGS Project,KY0365216,INACT,1916.874413,1.198765,HAROLD,RC,LAYNE PROCESSING,PRESTONSBURG,  NW      07/19/1982,Released,7/19/1982,INTERIM,365216,1916.874413,52218.23105
221,Polygon,365217,SF,KY Division of Mine Permits,KGS Project,KY0365217,INACT,1496.586316,1.299453,PRESTONSBURG,RC,GRM  INC,PRESTONSBURG,  NW      09/22/1982,Released,9/22/1982,INTERIM,365217,1496.586316,56604.1785
222,Polygon,365218,SF,KY Division of Mine Permits,KGS Project,KY0365218,INACT,2912.1806,1.395411,MARTIN,RC,NORTHERN ELKHORN COAL COMPANY,PRESTONSBURG,  NW      07/19/1982,Released,7/19/1982,INTERIM,365218,2912.1806,60784.10307
223,Polygon,365219,SF,KY Division of Mine Permits,KGS Project,KY0365219,INACT,3696.184544,4.409071,MARTIN,RC,NORTHERN ELKHORN COAL COMPANY,PRESTONSBURG,  NW      07/14/1982,Released,7/14/1982,INTERIM,365219,3696.184544,192059.1285
224,Polygon,365220,SF,KY Division of Mine Permits,KGS Project,KY0365220,INACT,3942.265042,1.734139,PRESTONSBURG,RC,L T RUTH COAL CO,PRESTONSBURG,  NW      07/16/1982,Released,7/16/1982,INTERIM,365220,3942.265413,75539.11161
225,Polygon,365224,SF,KY Division of Mine Permits,KGS Project,KY0365224,INACT,1654.144634,1.103596,HAROLD,RC,TRIPLE ELKHORN MINING CO,PRESTONSBURG,  NW      07/06/1982,Released,7/6/1982,INTERIM,365224,1654.144634,48072.61801
226,Polygon,365225,SF,KY Division of Mine Permits,KGS Project,KY0365225,INACT,3523.401661,9.785564,LANCER,RC,TRIPLE ELKHORN MINING CO,PRESTONSBURG,  NW      07/13/1982,Released,7/13/1982,INTERIM,365225,875.581899,38346.64286
227,Polygon,365228,SF,KY Division of Mine Permits,KGS Project,KY0365228,INACT,916.616534,1.2333,MCDOWELL,RC,JONES BRANCH COAL CO INC,PRESTONSBURG,  NW      07/09/1982,Released,7/9/1982,INTERIM,365228,916.616534,53722.56158
230,Polygon,367000,SF,KY Division of Mine Permits,KGS Project,KY0367000,INACT,30430.85899,15.143574,LANCER,RC,PAULA COAL CO,PRESTONSBURG,  NW      11/27/1979,Released,11/27/1979,INTERIM,367000,30430.85899,659653.9844
231,Polygon,367001,SF,KY Division of Mine Permits,KGS Project,KY0367001,INACT,33049.64041,15.016178,HAROLD,RC,TRIPLE ELKHORN MINING CO,PRESTONSBURG,  NW      09/29/1981,Released,9/29/1981,INTERIM,367001,33049.64041,654104.7827
234,Polygon,368002,SF,KY Division of Mine Permits,KGS Project,KY0368002,INACT,5327.038965,2.377124,LANCER,RC,TRIPLE ELKHORN MINING CO,PRESTONSBURG,  NW      02/03/1982,Released,2/3/1982,INTERIM,368002,5327.038966,103547.4693
238,Polygon,369002,SF,KY Division of Mine Permits,KGS Project,KY0369002,INACT,1134.83814,1.69532,HAROLD,RC,BEBE COAL CORPORATION,PRESTONSBURG,  NW      07/15/1982,Released,7/15/1982,INTERIM,369002,1134.83814,73848.13482
249,Polygon,580003,SF,KY Division of Mine Permits,KGS Project,KY0580003,INACT,27421.98296,168.535405,OFFUTT,RC,SAARCAR COAL INC,PRESTONSBURG,  RV      07/09/1987  RV      05/21/1986  AM      09/14/1978,Released,9/14/1978,INTERIM,580003,27421.98296,7341402.222
250,Polygon,580005,SF,KY Division of Mine Permits,KGS Project,KY0580005,INACT,35268.63236,425.867285,OFFUTT,RC,SAARCAR COAL INC,PRESTONSBURG,  RV      06/23/1987  SU      09/15/1986  RV      09/13/1983,Released,10/9/1978,INTERIM,580005,35268.63236,18550778.96
251,Polygon,580007,SF,KY Division of Mine Permits,KGS Project,KY0580007,INACT,93520.79415,47.604402,OFFUTT,FF,BLUE HAWK COAL CORP,PRESTONSBURG,  AM      12/01/1978,Released,12/1/1978,INTERIM,580007,93520.79415,2073647.877
252,Polygon,580009,SF,KY Division of Mine Permits,KGS Project,KY0580009,INACT,16668.72913,54.519909,PAINTSVILLE,RC,TEMCO COAL CO INC,PRESTONSBURG,  NW      11/27/1978,Released,11/27/1978,INTERIM,580009,16668.72913,2374887.231
253,Polygon,580010,SF,KY Division of Mine Permits,KGS Project,KY0580010,INACT,62737.45145,240.327272,LANCER,RC,WESTERN COAL CORP,PRESTONSBURG,  RV      12/07/1981  RV      12/18/1980  RV      11/25/1980,Released,12/29/1978,INTERIM,580010,53952.1329,8325974.46
254,Polygon,580011,SF,KY Division of Mine Permits,KGS Project,KY0580011,INACT,45367.3217,93.505255,REDBUSH,RC,TEMCO COAL CO INC,PRESTONSBURG,  RV      06/10/1982  RV      01/31/1979,Released,1/31/1979,INTERIM,580011,6518.120632,656443.2156
255,Polygon,580013,SF,KY Division of Mine Permits,KGS Project,KY0580013,INACT,10610.57764,11.448008,SITKA,RC,MARTY CORP,PRESTONSBURG,  NW      03/09/1979,Released,3/9/1979,INTERIM,580013,10610.57764,498675.1742
256,Polygon,580015,SF,KY Division of Mine Permits,KGS Project,KY0580015,INACT,69358.62857,292.051247,OFFUTT,RC,SAARCAR COAL INC,PRESTONSBURG,  RV      04/08/1987  SU      09/15/1986  RV      04/02/1985,Released,6/20/1979,INTERIM,580015,69358.62857,12721752.26
257,Polygon,580016,SF,KY Division of Mine Permits,KGS Project,KY0580016,INACT,2629.453461,6.586904,OFFUTT,RC,LEXON CORP,PRESTONSBURG,  NW      07/27/1979,Released,7/27/1979,INTERIM,580016,2774.855217,203500.0204
258,Polygon,580017,SF,KY Division of Mine Permits,KGS Project,KY0580017,INACT,62945.60283,76.457661,OIL SPRINGS,RC,MID EASTERN CONST & COAL CORP,PRESTONSBURG,  NW      02/06/1980,Released,2/6/1980,INTERIM,580017,62945.60283,3330495.716
259,Polygon,580019,SF,KY Division of Mine Permits,KGS Project,KY0580019,INACT,75369.35882,329.055669,OFFUTT,RC,SAARCAR COAL INC,PRESTONSBURG,  MI      05/19/1988  RV      05/21/1987  SU      09/11/1986,Released,11/2/1979,INTERIM,580019,75369.35882,14333665.04
260,Polygon,580020,SF,KY Division of Mine Permits,KGS Project,KY0580020,INACT,6950.500366,5.13362,SITKA,FF,WEBB INTERNATIONAL INC,PRESTONSBURG,  NW      12/17/1979,Released,12/17/1979,INTERIM,580020,6950.500362,223620.4723
261,Polygon,580021,SF,KY Division of Mine Permits,KGS Project,KY0580021,INACT,52280.66068,138.860798,OFFUTT,RC,SAARCAR COAL INC,PRESTONSBURG,  RV      10/18/1985  AM      12/22/1980  RV      03/11/1980,Released,3/11/1980,INTERIM,580021,52280.66068,6048776.365
262,Polygon,580022,SF,KY Division of Mine Permits,KGS Project,KY0580022,INACT,30084.74104,281.506054,OFFUTT,RC,SAARCAR COAL INC,PRESTONSBURG,  RV      05/22/1987  SU      09/18/1985  AM      07/17/1982,Released,2/28/1980,INTERIM,580022,30084.74104,12262403.61
263,Polygon,580026,SF,KY Division of Mine Permits,KGS Project,KY0580026,INACT,14372.3233,61.252773,OFFUTT,RC,ADDINGTON BROS MINING INC,PRESTONSBURG,  NW      07/11/1980,Released,7/11/1980,INTERIM,580026,14372.3233,2668170.806
264,Polygon,580027,SF,KY Division of Mine Permits,KGS Project,KY0580027,INACT,48385.71825,313.904716,OFFUTT,RC,SAARCAR COAL INC,PRESTONSBURG,  RV      05/21/1987  SU      09/05/1985  RV      12/09/1982,Released,9/16/1981,INTERIM,580027,48385.71825,13673689.46
265,Polygon,580028,SF,KY Division of Mine Permits,KGS Project,KY0580028,INACT,2396.777397,6.4946,RICHARDSON,RC,KY CHESTNUT COAL,PRESTONSBURG,  NW      09/02/1980,Released,9/2/1980,INTERIM,580028,2396.777397,282904.7711
266,Polygon,580029,SF,KY Division of Mine Permits,KGS Project,KY0580029,INACT,42132.66454,115.982226,OFFUTT,RC,SAARCAR COAL INC,PRESTONSBURG,  RV      06/16/1987  RV      10/31/1986  NW      01/07/1981,Released,1/7/1981,INTERIM,580029,42132.66445,5052185.929
267,Polygon,580032,SF,KY Division of Mine Permits,KGS Project,KY0580032,INACT,51600.86614,299.768253,OFFUTT,RC,ADDINGTON BROS MINING INC,PRESTONSBURG,  RV      08/25/1983  RV      07/07/1981  NW      10/14/1980,Released,10/14/1980,INTERIM,580032,51600.86614,13057905.1
268,Polygon,580034,SF,KY Division of Mine Permits,KGS Project,KY0580034,INACT,37311.569,35.983973,REDBUSH,FF,JOES CREEK MINING INC,PRESTONSBURG,  NW      03/09/1981,Released,3/9/1981,INTERIM,580034,37311.569,1567461.874
269,Polygon,580035,SF,KY Division of Mine Permits,KGS Project,KY0580035,INACT,1529.735843,3.451352,OFFUTT,RC,ADDINGTON BROS MINING INC,PRESTONSBURG,  RV      07/25/1984  NW      01/07/1981,Released,1/7/1981,INTERIM,580035,1529.735843,150340.9326
270,Polygon,580036,SF,KY Division of Mine Permits,KGS Project,KY0580036,INACT,1643.458086,2.057452,SITKA,RC,EDGEL HACKNEY,PRESTONSBURG,  NW      02/25/1981,Released,2/25/1981,INTERIM,580036,1643.458086,89622.6145
271,Polygon,580040,SF,KY Division of Mine Permits,KGS Project,KY0580040,INACT,2536.538995,1.775728,SITKA,RC,FRANK LEMASTER,PRESTONSBURG,  NW      08/27/1981,Released,8/27/1981,INTERIM,580040,2536.538995,77350.71235
272,Polygon,580042,SF,KY Division of Mine Permits,KGS Project,KY0580042,INACT,2137.151899,1.935,SITKA,RC,WILLIAM D WITTEN MINING INC,PRESTONSBURG,  NW      06/26/1981,Released,6/26/1981,INTERIM,580042,2137.151899,84288.59615
273,Polygon,580048,SF,KY Division of Mine Permits,KGS Project,KY0580048,INACT,3054.003164,1.742273,PAINTSVILLE,RC,CASTLE COAL CO,PRESTONSBURG,  RV      04/04/1983  NW      08/06/1981,Released,8/6/1981,INTERIM,580048,3054.003164,75893.4301
274,Polygon,580050,SF,KY Division of Mine Permits,KGS Project,KY0580050,INACT,3627.370173,2.972194,PAINTSVILLE,RC,CARROLL L PELPHREY,PRESTONSBURG,  NW      08/12/1981,Released,8/12/1981,INTERIM,580050,3627.370173,129468.7666
275,Polygon,580052,SF,KY Division of Mine Permits,KGS Project,KY0580052,INACT,1284.588316,1.308102,IVYTON,RC,MARY HARMON,PRESTONSBURG,  NW      08/20/1981,Released,8/20/1981,INTERIM,580052,1284.588316,56980.90279
276,Polygon,580054,SF,KY Division of Mine Permits,KGS Project,KY0580054,INACT,3901.468531,2.707169,SITKA,RC,T & L DEVELOPMENT,PRESTONSBURG,  NW      10/22/1981,Released,10/22/1981,INTERIM,580054,3901.468531,117924.2839
277,Polygon,580056,SF,KY Division of Mine Permits,KGS Project,KY0580056,INACT,22045.13252,26.680205,PAINTSVILLE,RC,BURCHETT INVESTMENT CORPORATION,PRESTONSBURG,  RV      03/27/1986  RV      03/21/1983  NW      04/16/1982,Released,4/16/1982,INTERIM,580056,22045.13252,1162189.677
278,Polygon,580057,SF,KY Division of Mine Permits,KGS Project,KY0580057,INACT,1276.214366,1.769952,SITKA,RC,ALICE PICKLESIMER,PRESTONSBURG,  NW      05/07/1982,Released,5/7/1982,INTERIM,580057,1276.214366,77099.1191
