OBJECTID *,Shape *,PermitNo,FeatCLS,Contact,Source,National_I,Type_Flag,Shape_Leng,Calc_Acres,QUAD_DESC,MINE_STATU,PER_NAME,REGION_DES,PERM_ACT,ACT_INAC,DATE_ISS,PER_TYPE,ORIG_PERM,Shape_Length,Shape_Area
981,Polygon,293174X,SF,KY Division of Mine Permits,KGS Project,KY293174X,RECNF,8186.871895,32.961336, , , , , , ,<Null>, , ,8186.871895,1435795.845
982,Polygon,293973X,SF,KY Division of Mine Permits,KGS Project,KY293973X,RECNF,38186.06462,17.51016, , , , , , ,<Null>, , ,38186.06462,762742.61
983,Polygon,294273X,SF,KY Division of Mine Permits,KGS Project,KY294273X,RECNF,25865.77546,11.801567, , , , , , ,<Null>, , ,25865.77546,514076.3335
984,Polygon,294373X,SF,KY Division of Mine Permits,KGS Project,KY294373X,RECNF,85378.98398,86.647763, , , , , , ,<Null>, , ,70054.72639,2782221.129
986,Polygon,295473X,SF,KY Division of Mine Permits,KGS Project,KY295473X,RECNF,16210.5606,14.982687, , , , , , ,<Null>, , ,16210.5606,652645.742
987,Polygon,295573X,SF,KY Division of Mine Permits,KGS Project,KY295573X,RECNF,58904.14455,26.608544, , , , , , ,<Null>, , ,58904.14447,1159068.607
988,Polygon,295574X,SF,KY Division of Mine Permits,KGS Project,KY295574X,RECNF,5084.752656,2.299269, , , , , , ,<Null>, , ,5084.752656,100156.1699
990,Polygon,296773X,SF,KY Division of Mine Permits,KGS Project,KY296773X,RECNF,7818.07874,6.216597, , , , , , ,<Null>, , ,7818.07874,270794.9735
991,Polygon,296973X,SF,KY Division of Mine Permits,KGS Project,KY296973X,RECNF,18402.71675,8.265743, , , , , , ,<Null>, , ,18402.71675,360055.8002
992,Polygon,297973X,SF,KY Division of Mine Permits,KGS Project,KY297973X,RECNF,16257.17376,7.28204, , , , , , ,<Null>, , ,16257.17376,317205.578
994,Polygon,2980102,SF,KY Division of Mine Permits,KGS Project,KY2980102,RECNF,5461.290243,2.687075, , , , , , ,<Null>, , ,5461.290243,117049.0076
996,Polygon,2980571,SF,KY Division of Mine Permits,KGS Project,KY2980571,RECNF,2842.586391,11.736238, , , , , , ,<Null>, , ,2842.586391,511230.5332
1026,Polygon,2985233,SF,KY Division of Mine Permits,KGS Project,KY2985233,RECNF,541.628711,0.418249, , , , , , ,<Null>, , ,541.628711,18218.92026
1053,Polygon,298973X,SF,KY Division of Mine Permits,KGS Project,KY298973X,RECNF,8304.659952,8.108301, , , , , , ,<Null>, , ,8304.659952,353197.5756
1054,Polygon,299373X,SF,KY Division of Mine Permits,KGS Project,KY299373X,RECNF,9030.377294,3.254983, , , , , , ,<Null>, , ,9030.377591,141787.0703
1055,Polygon,299473X,SF,KY Division of Mine Permits,KGS Project,KY299473X,RECNF,17145.51544,7.720377, , , , , , ,<Null>, , ,17145.51544,336299.6194
1056,Polygon,300073X,SF,KY Division of Mine Permits,KGS Project,KY300073X,RECNF,2415.511971,4.780727, , , , , , ,<Null>, , ,2415.511971,208248.482
1058,Polygon,300474X,SF,KY Division of Mine Permits,KGS Project,KY300474X,RECNF,11204.26121,5.182849, , , , , , ,<Null>, , ,11204.26121,225764.9354
1059,Polygon,300773X,SF,KY Division of Mine Permits,KGS Project,KY300773X,RECNF,11678.7506,5.368036, , , , , , ,<Null>, , ,11678.7506,233831.6179
1060,Polygon,300774X,SF,KY Division of Mine Permits,KGS Project,KY300774X,RECNF,9530.959214,4.308679, , , , , , ,<Null>, , ,9530.959215,187686.0978
1062,Polygon,302073X,SF,KY Division of Mine Permits,KGS Project,KY302073X,RECNF,14734.8199,93.919621, , , , , , ,<Null>, , ,12218.25586,3403377.59
1063,Polygon,303373X,SF,KY Division of Mine Permits,KGS Project,KY303373X,RECNF,36584.94489,22.892224, , , , , , ,<Null>, , ,36584.94489,997185.3217
1064,Polygon,303473X,SF,KY Division of Mine Permits,KGS Project,KY303473X,RECNF,5752.736358,5.18166, , , , , , ,<Null>, , ,5752.736359,225713.1337
1065,Polygon,303573,SF,KY Division of Mine Permits,KGS Project,KY303573,RECNF,3543.648809,1.595053, , , , , , ,<Null>, , ,3543.648809,69480.51581
1066,Polygon,303573X,SF,KY Division of Mine Permits,KGS Project,KY303573X,RECNF,12005.16461,5.314771, , , , , , ,<Null>, , ,11984.12893,231511.6034
1067,Polygon,303973X,SF,KY Division of Mine Permits,KGS Project,KY303973X,RECNF,4937.535789,2.215733, , , , , , ,<Null>, , ,4937.535789,96517.32993
1068,Polygon,304073X,SF,KY Division of Mine Permits,KGS Project,KY304073X,RECNF,32499.8443,16.065141, , , , , , ,<Null>, , ,32499.8443,699797.3776
1069,Polygon,304873X,SF,KY Division of Mine Permits,KGS Project,KY304873X,RECNF,14243.59094,6.502869, , , , , , ,<Null>, , ,14243.59094,283265.0894
1070,Polygon,305673X,SF,KY Division of Mine Permits,KGS Project,KY305673X,RECNF,8708.727221,5.630855, , , , , , ,<Null>, , ,8708.727221,245280.0402
1071,Polygon,306973X,SF,KY Division of Mine Permits,KGS Project,KY306973X,RECNF,10910.17927,5.003286, , , , , , ,<Null>, , ,10910.17898,217943.1051
1072,Polygon,307273X,SF,KY Division of Mine Permits,KGS Project,KY307273X,RECNF,11530.38562,7.125111, , , , , , ,<Null>, , ,11530.38562,310369.846
1073,Polygon,309673X,SF,KY Division of Mine Permits,KGS Project,KY309673X,RECNF,30517.57633,34.056247, , , , , , ,<Null>, , ,6028.972504,168085.8163
1074,Polygon,309873X,SF,KY Division of Mine Permits,KGS Project,KY309873X,RECNF,7717.517589,3.484148, , , , , , ,<Null>, , ,7717.517589,151769.4562
1075,Polygon,309973X,SF,KY Division of Mine Permits,KGS Project,KY309973X,RECNF,8073.602234,3.560305, , , , , , ,<Null>, , ,8073.602234,155086.8633
1076,Polygon,310273X,SF,KY Division of Mine Permits,KGS Project,KY310273X,RECNF,49212.57317,158.725821, , , , , , ,<Null>, , ,33150.10974,3318014.098
1077,Polygon,310673X,SF,KY Division of Mine Permits,KGS Project,KY310673X,RECNF,2612.43259,2.39584, , , , , , ,<Null>, , ,2612.43259,104362.7878
1078,Polygon,310873X,SF,KY Division of Mine Permits,KGS Project,KY310873X,RECNF,28342.40576,12.932118, , , , , , ,<Null>, , ,28342.40576,563323.0702
1079,Polygon,311473X,SF,KY Division of Mine Permits,KGS Project,KY311473X,RECNF,12105.93871,11.840519, , , , , , ,<Null>, , ,12105.93908,515772.9472
1080,Polygon,312373X,SF,KY Division of Mine Permits,KGS Project,KY312373X,RECNF,9592.429677,4.337634, , , , , , ,<Null>, , ,9592.429677,188947.3325
1081,Polygon,312473,SF,KY Division of Mine Permits,KGS Project,KY312473,RECNF,10307.52619,28.996978, , , , , , ,<Null>, , ,10307.52619,1263108.327
1082,Polygon,313573X,SF,KY Division of Mine Permits,KGS Project,KY313573X,RECNF,47163.66032,21.581249, , , , , , ,<Null>, , ,47163.66036,940079.0934
1083,Polygon,313673X,SF,KY Division of Mine Permits,KGS Project,KY313673X,RECNF,20901.15332,9.505241, , , , , , ,<Null>, , ,20901.15332,414048.2608
1084,Polygon,314373X,SF,KY Division of Mine Permits,KGS Project,KY314373X,RECNF,6289.184257,19.805707, , , , , , ,<Null>, , ,6289.184256,862736.5642
1085,Polygon,314975X,SF,KY Division of Mine Permits,KGS Project,KY314975X,RECNF,31074.3717,80.788944, , , , , , ,<Null>, , ,1074.701731,59217.29993
1086,Polygon,316473X,SF,KY Division of Mine Permits,KGS Project,KY316473X,RECNF,20486.82388,9.380917, , , , , , ,<Null>, , ,20486.82388,408632.7393
1087,Polygon,316973X,SF,KY Division of Mine Permits,KGS Project,KY316973X,RECNF,12857.20291,5.871457, , , , , , ,<Null>, , ,12857.20291,255760.638
1088,Polygon,317573X,SF,KY Division of Mine Permits,KGS Project,KY317573X,RECNF,46795.47834,38.281026, , , , , , ,<Null>, , ,46795.47834,1667521.568
1089,Polygon,317873X,SF,KY Division of Mine Permits,KGS Project,KY317873X,RECNF,10005.87936,4.514882, , , , , , ,<Null>, , ,9937.385532,194234.3037
1090,Polygon,318273X,SF,KY Division of Mine Permits,KGS Project,KY318273X,RECNF,2636.193654,1.80486, , , , , , ,<Null>, , ,575.298862,9497.736658
1091,Polygon,318873X,SF,KY Division of Mine Permits,KGS Project,KY318873X,RECNF,7424.452665,5.834314, , , , , , ,<Null>, , ,7424.452665,254142.75
1092,Polygon,319473X,SF,KY Division of Mine Permits,KGS Project,KY319473X,RECNF,9177.119171,4.662222, , , , , , ,<Null>, , ,9177.119171,203086.3756
1093,Polygon,319573X,SF,KY Division of Mine Permits,KGS Project,KY319573X,RECNF,5170.213818,8.900526, , , , , , ,<Null>, , ,5170.213168,387706.8951
1094,Polygon,319873X,SF,KY Division of Mine Permits,KGS Project,KY319873X,RECNF,22907.38203,18.032352, , , , , , ,<Null>, , ,22907.38203,785489.2611
1095,Polygon,320473X,SF,KY Division of Mine Permits,KGS Project,KY320473X,RECNF,18766.3857,12.069983, , , , , , ,<Null>, , ,708.245936,12129.09923
1096,Polygon,321974X,SF,KY Division of Mine Permits,KGS Project,KY321974X,RECNF,11868.00862,37.68906, , , , , , ,<Null>, , ,11868.00862,1641735.47
1097,Polygon,322074X,SF,KY Division of Mine Permits,KGS Project,KY322074X,RECNF,3611.71553,3.996312, , , , , , ,<Null>, , ,3611.715524,174079.3616
1098,Polygon,322374X,SF,KY Division of Mine Permits,KGS Project,KY322374X,RECNF,25662.07732,64.162666, , , , , , ,<Null>, , ,25662.07732,2794925.727
1099,Polygon,323274X,SF,KY Division of Mine Permits,KGS Project,KY323274X,RECNF,34067.74733,15.588004, , , , , , ,<Null>, , ,889.429249,16272.32053
1100,Polygon,323474X,SF,KY Division of Mine Permits,KGS Project,KY323474X,RECNF,26241.92528,43.884043, , , , , , ,<Null>, , ,26241.92528,1911588.999
1101,Polygon,324074X,SF,KY Division of Mine Permits,KGS Project,KY324074X,RECNF,44215.47241,21.570736, , , , , , ,<Null>, , ,44215.47241,939621.3303
1102,Polygon,324075X,SF,KY Division of Mine Permits,KGS Project,KY324075X,RECNF,13235.72249,8.662395, , , , , , ,<Null>, , ,13235.72249,377333.8794
1103,Polygon,324575X,SF,KY Division of Mine Permits,KGS Project,KY324575X,RECNF,14455.57347,7.847838, , , , , , ,<Null>, , ,14455.57347,341851.8043
1105,Polygon,325474X,SF,KY Division of Mine Permits,KGS Project,KY325474X,RECNF,61730.96739,40.716367, , , , , , ,<Null>, , ,61730.96746,1773604.952
1106,Polygon,325874X,SF,KY Division of Mine Permits,KGS Project,KY325874X,RECNF,69048.08082,119.22768, , , , , , ,<Null>, , ,69048.08098,5193557.777
1107,Polygon,326274X,SF,KY Division of Mine Permits,KGS Project,KY326274X,RECNF,26216.45448,11.682218, , , , , , ,<Null>, , ,26216.45448,508877.4815
1108,Polygon,327374X,SF,KY Division of Mine Permits,KGS Project,KY327374X,RECNF,15508.0415,13.550501, , , , , , ,<Null>, , ,2597.910274,134557.1359
1111,Polygon,329874X,SF,KY Division of Mine Permits,KGS Project,KY329874X,RECNF,4467.297365,9.317732, , , , , , ,<Null>, , ,4467.297365,405880.3928
1112,Polygon,330674X,SF,KY Division of Mine Permits,KGS Project,KY330674X,RECNF,24000.09273,12.573058, , , , , , ,<Null>, , ,24000.09273,547682.3812
1113,Polygon,331774X,SF,KY Division of Mine Permits,KGS Project,KY331774X,RECNF,14862.26594,16.965895, , , , , , ,<Null>, , ,14862.26594,739034.4035
1114,Polygon,331874X,SF,KY Division of Mine Permits,KGS Project,KY331874X,RECNF,42411.50629,30.209378, , , , , , ,<Null>, , ,1004.645072,63360.02148
1115,Polygon,332574X,SF,KY Division of Mine Permits,KGS Project,KY332574X,RECNF,15688.98727,19.584171, , , , , , ,<Null>, , ,15688.98727,853086.4836
1116,Polygon,332674X,SF,KY Division of Mine Permits,KGS Project,KY332674X,RECNF,8449.555384,6.385392, , , , , , ,<Null>, , ,119.369403,528.075293
1117,Polygon,334874X,SF,KY Division of Mine Permits,KGS Project,KY334874X,RECNF,10938.84048,7.229661, , , , , , ,<Null>, , ,10938.84048,314924.0196
1118,Polygon,334974X,SF,KY Division of Mine Permits,KGS Project,KY334974X,RECNF,3315.623287,2.035369, , , , , , ,<Null>, , ,1289.501461,47866.62982
1119,Polygon,3360031,SF,KY Division of Mine Permits,KGS Project,KY3360031,RECNF,18382.29171,25.501472, , , , , , ,<Null>, , ,18382.29171,1110844.181
1120,Polygon,338174X,SF,KY Division of Mine Permits,KGS Project,KY338174X,RECNF,23014.46751,10.536886, , , , , , ,<Null>, , ,23014.46751,458986.7501
1121,Polygon,339174X,SF,KY Division of Mine Permits,KGS Project,KY339174X,RECNF,21281.38969,9.697138, , , , , , ,<Null>, , ,21281.38969,422407.281
1122,Polygon,339974X,SF,KY Division of Mine Permits,KGS Project,KY339974X,RECNF,2551.640353,7.951385, , , , , , ,<Null>, , ,2551.640352,346362.3314
1123,Polygon,340474X,SF,KY Division of Mine Permits,KGS Project,KY340474X,RECNF,19088.47013,8.711929, , , , , , ,<Null>, , ,19088.47013,379491.6036
1124,Polygon,341073X,SF,KY Division of Mine Permits,KGS Project,KY341073X,RECNF,5162.810305,4.181983, , , , , , ,<Null>, , ,5162.810305,182167.2018
1125,Polygon,341075X,SF,KY Division of Mine Permits,KGS Project,KY341075X,RECNF,5440.515439,18.226535, , , , , , ,<Null>, , ,5440.515439,793947.8656
1126,Polygon,341174X,SF,KY Division of Mine Permits,KGS Project,KY341174X,RECNF,9249.582169,9.271753, , , , , , ,<Null>, , ,9249.582169,403877.5627
1127,Polygon,341974X,SF,KY Division of Mine Permits,KGS Project,KY341974X,RECNF,4839.373614,9.944566, , , , , , ,<Null>, , ,4740.939624,407737.5598
1128,Polygon,342074X,SF,KY Division of Mine Permits,KGS Project,KY342074X,RECNF,43179.939,185.501663, , , , , , ,<Null>, , ,8883.846966,1289639.977
1130,Polygon,345274X,SF,KY Division of Mine Permits,KGS Project,KY345274X,RECNF,6594.872604,2.996177, , , , , , ,<Null>, , ,6594.872604,130513.47
1131,Polygon,345374X,SF,KY Division of Mine Permits,KGS Project,KY345374X,RECNF,3854.460449,1.733207, , , , , , ,<Null>, , ,3854.460449,75498.53919
1132,Polygon,345574X,SF,KY Division of Mine Permits,KGS Project,KY345574X,RECNF,12352.08216,19.595071, , , , , , ,<Null>, , ,12352.08216,853561.2769
1133,Polygon,345974X,SF,KY Division of Mine Permits,KGS Project,KY345974X,RECNF,5872.298495,2.668542, , , , , , ,<Null>, , ,5872.298495,116241.6887
1134,Polygon,347974X,SF,KY Division of Mine Permits,KGS Project,KY347974X,RECNF,27401.55946,12.417768, , , , , , ,<Null>, , ,24886.40651,485439.2245
1135,Polygon,348174X,SF,KY Division of Mine Permits,KGS Project,KY348174X,RECNF,23222.2141,50.988466, , , , , , ,<Null>, , ,23222.2141,2221057.542
1137,Polygon,348474X,SF,KY Division of Mine Permits,KGS Project,KY348474X,RECNF,20274.80115,9.205782, , , , , , ,<Null>, , ,20274.80115,401003.8471
1138,Polygon,348674X,SF,KY Division of Mine Permits,KGS Project,KY348674X,RECNF,48005.38714,48.321234, , , , , , ,<Null>, , ,48005.38714,2104873.058
1139,Polygon,348774X,SF,KY Division of Mine Permits,KGS Project,KY348774X,RECNF,7378.067657,76.009908, , , , , , ,<Null>, , ,7378.067657,3310991.603
1140,Polygon,349074X,SF,KY Division of Mine Permits,KGS Project,KY349074X,RECNF,23048.76734,31.811328, , , , , , ,<Null>, , ,23048.7677,1385701.308
1142,Polygon,352274X,SF,KY Division of Mine Permits,KGS Project,KY352274X,RECNF,16258.67404,45.394797, , , , , , ,<Null>, , ,16258.67404,1977397.378
1144,Polygon,354374X,SF,KY Division of Mine Permits,KGS Project,KY354374X,RECNF,25228.63923,11.177841, , , , , , ,<Null>, , ,25228.63923,486906.74
1145,Polygon,354574X,SF,KY Division of Mine Permits,KGS Project,KY354574X,RECNF,15252.89531,8.788195, , , , , , ,<Null>, , ,11997.45446,224130.1862
1146,Polygon,354774X,SF,KY Division of Mine Permits,KGS Project,KY354774X,RECNF,22672.32554,14.032859, , , , , , ,<Null>, , ,22672.32554,611271.3366
1147,Polygon,356174X,SF,KY Division of Mine Permits,KGS Project,KY356174X,RECNF,52512.83132,47.164089, , , , , , ,<Null>, , ,42706.62309,1790689.178
1148,Polygon,356674X,SF,KY Division of Mine Permits,KGS Project,KY356674X,RECNF,33150.10974,76.171123, , , , , , ,<Null>, , ,33150.10974,3318014.098
1149,Polygon,356774X,SF,KY Division of Mine Permits,KGS Project,KY356774X,RECNF,7415.073524,9.290602, , , , , , ,<Null>, , ,7415.073525,404698.6508
1150,Polygon,356874X,SF,KY Division of Mine Permits,KGS Project,KY356874X,RECNF,16292.26053,7.444836, , , , , , ,<Null>, , ,16292.26053,324297.056
1151,Polygon,358174X,SF,KY Division of Mine Permits,KGS Project,KY358174X,RECNF,34974.38093,23.069689, , , , , , ,<Null>, , ,34974.38093,1004915.666
1152,Polygon,360574X,SF,KY Division of Mine Permits,KGS Project,KY360574X,RECNF,20799.62562,21.233828, , , , , , ,<Null>, , ,16958.0749,612776.6325
1153,Polygon,362774X,SF,KY Division of Mine Permits,KGS Project,KY362774X,RECNF,6731.931627,5.73282, , , , , , ,<Null>, , ,6731.931627,249721.6503
1154,Polygon,364074X,SF,KY Division of Mine Permits,KGS Project,KY364074X,RECNF,18966.98373,9.583087, , , , , , ,<Null>, , ,18966.98373,417439.2596
1155,Polygon,364174X,SF,KY Division of Mine Permits,KGS Project,KY364174X,RECNF,17911.28492,8.197139, , , , , , ,<Null>, , ,17911.28492,357067.4181
1156,Polygon,364474X,SF,KY Division of Mine Permits,KGS Project,KY364474X,RECNF,10429.23426,4.752738, , , , , , ,<Null>, , ,10429.23427,207029.2916
1157,Polygon,364574X,SF,KY Division of Mine Permits,KGS Project,KY364574X,RECNF,20436.53888,77.060218, , , , , , ,<Null>, , ,20436.53888,3356743.082
1158,Polygon,365674X,SF,KY Division of Mine Permits,KGS Project,KY365674X,RECNF,48820.9336,45.320378, , , , , , ,<Null>, , ,48820.9336,1974155.647
1159,Polygon,365874X,SF,KY Division of Mine Permits,KGS Project,KY365874X,RECNF,3037.063766,4.43698, , , , , , ,<Null>, , ,2114.490531,121880.5854
1160,Polygon,366174X,SF,KY Division of Mine Permits,KGS Project,KY366174X,RECNF,2723.100235,3.055153, , , , , , ,<Null>, , ,2723.100235,133082.4591
1161,Polygon,367074X,SF,KY Division of Mine Permits,KGS Project,KY367074X,RECNF,17142.73752,15.239351, , , , , , ,<Null>, , ,17142.73752,663826.1015
1162,Polygon,367674X,SF,KY Division of Mine Permits,KGS Project,KY367674X,RECNF,52003.0978,44.378165, , , , , , ,<Null>, , ,52003.09796,1933112.95
1163,Polygon,369874X,SF,KY Division of Mine Permits,KGS Project,KY369874X,RECNF,16745.74075,11.406164, , , , , , ,<Null>, , ,16745.74075,496852.505
1164,Polygon,370174X,SF,KY Division of Mine Permits,KGS Project,KY370174X,RECNF,47863.03273,52.528749, , , , , , ,<Null>, , ,47863.03191,2288152.507
1165,Polygon,373074X,SF,KY Division of Mine Permits,KGS Project,KY373074X,RECNF,9825.838644,17.838566, , , , , , ,<Null>, , ,9825.838644,777047.9367
1166,Polygon,375674X,SF,KY Division of Mine Permits,KGS Project,KY375674X,RECNF,8087.152066,7.645242, , , , , , ,<Null>, , ,8087.152066,333026.7612
1168,Polygon,376674X,SF,KY Division of Mine Permits,KGS Project,KY376674X,RECNF,6625.724299,12.247006, , , , , , ,<Null>, , ,6625.724299,533479.5701
1169,Polygon,376974X,SF,KY Division of Mine Permits,KGS Project,KY376974X,RECNF,2488.766355,1.603416, , , , , , ,<Null>, , ,2488.766355,69844.82221
1170,Polygon,377374X,SF,KY Division of Mine Permits,KGS Project,KY377374X,RECNF,11194.10015,5.322009, , , , , , ,<Null>, , ,11194.10015,231826.7566
1171,Polygon,378074X,SF,KY Division of Mine Permits,KGS Project,KY378074X,RECNF,49897.12389,26.125612, , , , , , ,<Null>, , ,49897.1239,1138031.653
1172,Polygon,380074X,SF,KY Division of Mine Permits,KGS Project,KY380074X,RECNF,10603.6776,5.878527, , , , , , ,<Null>, , ,10603.6776,256068.6175
1173,Polygon,380874X,SF,KY Division of Mine Permits,KGS Project,KY380874X,RECNF,8542.603411,3.8495, , , , , , ,<Null>, , ,8542.603411,167684.1898
1174,Polygon,381374X,SF,KY Division of Mine Permits,KGS Project,KY381374X,RECNF,11426.59598,7.971214, , , , , , ,<Null>, , ,11426.59598,347226.0605
1175,Polygon,383974X,SF,KY Division of Mine Permits,KGS Project,KY383974X,RECNF,13704.06576,7.058491, , , , , , ,<Null>, , ,13704.06576,307467.7928
1176,Polygon,386874X,SF,KY Division of Mine Permits,KGS Project,KY386874X,RECNF,10070.01184,4.450561, , , , , , ,<Null>, , ,10070.01184,193866.4533
1177,Polygon,387974X,SF,KY Division of Mine Permits,KGS Project,KY387974X,RECNF,46630.78276,53.367512, , , , , , ,<Null>, , ,46630.783,2324689.012
1179,Polygon,389074X,SF,KY Division of Mine Permits,KGS Project,KY389074X,RECNF,6069.642057,10.502249, , , , , , ,<Null>, , ,6069.642057,457477.9496
1180,Polygon,389274X,SF,KY Division of Mine Permits,KGS Project,KY389274X,RECNF,8725.979008,6.620064, , , , , , ,<Null>, , ,8725.979008,288370.0051
1181,Polygon,390274X,SF,KY Division of Mine Permits,KGS Project,KY390274X,RECNF,11937.45875,45.662013, , , , , , ,<Null>, , ,3959.919946,325579.3319
1182,Polygon,390674X,SF,KY Division of Mine Permits,KGS Project,KY390674X,RECNF,14718.82873,6.708395, , , , , , ,<Null>, , ,14718.82873,292217.6491
1183,Polygon,391274X,SF,KY Division of Mine Permits,KGS Project,KY391274X,RECNF,21223.10052,9.4265, , , , , , ,<Null>, , ,21223.10052,410618.3577
1185,Polygon,392774X,SF,KY Division of Mine Permits,KGS Project,KY392774X,RECNF,21954.98474,9.906859, , , , , , ,<Null>, , ,16376.95,323159.2592
1186,Polygon,393974X,SF,KY Division of Mine Permits,KGS Project,KY393974X,RECNF,3246.305486,3.510566, , , , , , ,<Null>, , ,3246.305486,152920.2646
1187,Polygon,395274X,SF,KY Division of Mine Permits,KGS Project,KY395274X,RECNF,11797.89293,16.153435, , , , , , ,<Null>, , ,11797.89293,703643.7311
1188,Polygon,396174X,SF,KY Division of Mine Permits,KGS Project,KY396174X,RECNF,8869.779437,5.515005, , , , , , ,<Null>, , ,8869.779437,240233.6158
1189,Polygon,396474X,SF,KY Division of Mine Permits,KGS Project,KY396474X,RECNF,15705.97093,20.570269, , , , , , ,<Null>, , ,7503.150511,158544.2514
1191,Polygon,399874X,SF,KY Division of Mine Permits,KGS Project,KY399874X,RECNF,63733.57621,29.155213, , , , , , ,<Null>, , ,632.032014,10653.99732
1192,Polygon,401474X,SF,KY Division of Mine Permits,KGS Project,KY401474X,RECNF,3339.265473,3.233851, , , , , , ,<Null>, , ,606.458515,18754.37305
1193,Polygon,402574X,SF,KY Division of Mine Permits,KGS Project,KY402574X,RECNF,23954.68046,17.495552, , , , , , ,<Null>, , ,23954.68046,762106.1852
1194,Polygon,402974X,SF,KY Division of Mine Permits,KGS Project,KY402974X,RECNF,8315.207274,6.090936, , , , , , ,<Null>, , ,8315.207274,265321.1623
1195,Polygon,403874X,SF,KY Division of Mine Permits,KGS Project,KY403874X,RECNF,40052.59056,18.308571, , , , , , ,<Null>, , ,40052.59056,797521.3388
1196,Polygon,404474X,SF,KY Division of Mine Permits,KGS Project,KY404474X,RECNF,25208.11926,16.754132, , , , , , ,<Null>, , ,25208.11926,729810.0343
1197,Polygon,404574X,SF,KY Division of Mine Permits,KGS Project,KY404574X,RECNF,15567.43805,11.847578, , , , , , ,<Null>, , ,15567.43805,516080.4933
1198,Polygon,406174X,SF,KY Division of Mine Permits,KGS Project,KY406174X,RECNF,16875.56654,30.911558, , , , , , ,<Null>, , ,16875.56654,1346507.477
1200,Polygon,407475X,SF,KY Division of Mine Permits,KGS Project,KY407475X,RECNF,65891.7448,47.775929, , , , , , ,<Null>, , ,65891.7448,2081119.41
1201,Polygon,409175X,SF,KY Division of Mine Permits,KGS Project,KY409175X,RECNF,6192.792155,15.945337, , , , , , ,<Null>, , ,6192.792155,694578.8965
1202,Polygon,409875X,SF,KY Division of Mine Permits,KGS Project,KY409875X,RECNF,48618.9818,35.152532, , , , , , ,<Null>, , ,48618.9818,1531244.34
1203,Polygon,410373X,SF,KY Division of Mine Permits,KGS Project,KY410373X,RECNF,35845.36162,71.989181, , , , , , ,<Null>, , ,1177.532244,15096.91651
1204,Polygon,410475X,SF,KY Division of Mine Permits,KGS Project,KY410475X,RECNF,6293.231879,2.856385, , , , , , ,<Null>, , ,6293.231879,124424.1449
1205,Polygon,4110128,SF,KY Division of Mine Permits,KGS Project,KY4110128,RECNF,44680.50052,101.157234, , , , , , ,<Null>, , ,5405.104286,515388.4275
1207,Polygon,412075X,SF,KY Division of Mine Permits,KGS Project,KY412075X,RECNF,4735.693061,3.184567, , , , , , ,<Null>, , ,4735.693061,138719.7444
1208,Polygon,412574X,SF,KY Division of Mine Permits,KGS Project,KY412574X,RECNF,8530.538447,6.691601, , , , , , ,<Null>, , ,8530.538447,291486.1414
1209,Polygon,412875X,SF,KY Division of Mine Permits,KGS Project,KY412875X,RECNF,32095.53918,20.604117, , , , , , ,<Null>, , ,32095.53918,897515.3023
1211,Polygon,413575X,SF,KY Division of Mine Permits,KGS Project,KY413575X,RECNF,3844.911203,5.492593, , , , , , ,<Null>, , ,3844.911203,239257.3647
1212,Polygon,415075X,SF,KY Division of Mine Permits,KGS Project,KY415075X,RECNF,30927.75127,13.838754, , , , , , ,<Null>, , ,30927.75127,602816.1106
1213,Polygon,415975X,SF,KY Division of Mine Permits,KGS Project,KY415975X,RECNF,3678.215311,1.650354, , , , , , ,<Null>, , ,3678.215312,71889.43422
1214,Polygon,416275X,SF,KY Division of Mine Permits,KGS Project,KY416275X,RECNF,10321.72291,10.436849, , , , , , ,<Null>, , ,10321.72291,454629.1136
1215,Polygon,416575X,SF,KY Division of Mine Permits,KGS Project,KY416575X,RECNF,26421.29236,53.42094, , , , , , ,<Null>, , ,9816.25685,980918.2875
1216,Polygon,418075X,SF,KY Division of Mine Permits,KGS Project,KY418075X,RECNF,41269.1009,18.788685, , , , , , ,<Null>, , ,41269.1009,818434.9322
1217,Polygon,418575X,SF,KY Division of Mine Permits,KGS Project,KY418575X,RECNF,8696.41704,21.624801, , , , , , ,<Null>, , ,8696.41704,941976.2237
1218,Polygon,418775X,SF,KY Division of Mine Permits,KGS Project,KY418775X,RECNF,5893.400496,2.504194, , , , , , ,<Null>, , ,5893.400496,109082.7049
1219,Polygon,419175X,SF,KY Division of Mine Permits,KGS Project,KY419175X,RECNF,7373.810993,4.262124, , , , , , ,<Null>, , ,7373.810993,185658.1083
1220,Polygon,419275X,SF,KY Division of Mine Permits,KGS Project,KY419275X,RECNF,28367.75002,20.545181, , , , , , ,<Null>, , ,13177.8319,319549.7067
1221,Polygon,419575X,SF,KY Division of Mine Permits,KGS Project,KY419575X,RECNF,50914.08959,36.762752, , , , , , ,<Null>, , ,50914.08959,1601385.514
1222,Polygon,419875X,SF,KY Division of Mine Permits,KGS Project,KY419875X,RECNF,18236.8631,8.35444, , , , , , ,<Null>, , ,18236.8631,363919.4492
1223,Polygon,420375X,SF,KY Division of Mine Permits,KGS Project,KY420375X,RECNF,7768.970164,3.447489, , , , , , ,<Null>, , ,7768.970164,150172.6061
1225,Polygon,421575X,SF,KY Division of Mine Permits,KGS Project,KY421575X,RECNF,11477.20857,5.112011, , , , , , ,<Null>, , ,11477.20857,222679.1986
